1	0.000000	0.000000
2	1.000000	0.000000
3	1.000000	1.000000
4	0.000000	1.000000
5	0.100000	0.000000
6	0.200000	0.000000
7	0.300000	0.000000
8	0.400000	0.000000
9	0.500000	0.000000
10	0.600000	0.000000
11	0.700000	0.000000
12	0.800000	0.000000
13	0.900000	0.000000
14	1.000000	0.100000
15	1.000000	0.200000
16	1.000000	0.300000
17	1.000000	0.400000
18	1.000000	0.500000
19	1.000000	0.600000
20	1.000000	0.700000
21	1.000000	0.800000
22	1.000000	0.900000
23	0.900000	1.000000
24	0.800000	1.000000
25	0.700000	1.000000
26	0.600000	1.000000
27	0.500000	1.000000
28	0.400000	1.000000
29	0.300000	1.000000
30	0.200000	1.000000
31	0.100000	1.000000
32	0.000000	0.900000
33	0.000000	0.800000
34	0.000000	0.700000
35	0.000000	0.600000
36	0.000000	0.500000
37	0.000000	0.400000
38	0.000000	0.300000
39	0.000000	0.200000
40	0.000000	0.100000
41	0.086603	0.450000
42	0.915222	0.546840
43	0.550000	0.086603
44	0.450000	0.913397
45	0.350000	0.083308
46	0.913397	0.350000
47	0.086603	0.650000
48	0.650000	0.913397
49	0.745979	0.079592
50	0.910370	0.758673
51	0.255667	0.918147
52	0.086131	0.250817
53	0.849576	0.915323
54	0.084677	0.849576
55	0.917050	0.150593
56	0.158611	0.095791
57	0.550000	0.913397
58	0.500000	0.826795
59	0.400000	0.826795
60	0.450753	0.739758
61	0.550125	0.740120
62	0.500146	0.653505
63	0.405810	0.655753
64	0.450993	0.567334
65	0.550190	0.567031
66	0.500197	0.480450
67	0.600064	0.480403
68	0.400198	0.480453
69	0.450000	0.393782
70	0.351910	0.392710
71	0.650042	0.566998
72	0.704484	0.483659
73	0.650758	0.394331
74	0.308159	0.473509
75	0.402788	0.308427
76	0.300000	0.307180
77	0.500465	0.307388
78	0.451098	0.223559
79	0.751621	0.570130
80	0.700198	0.653965
81	0.753545	0.398725
82	0.700000	0.307180
83	0.800000	0.653590
84	0.747132	0.738580
85	0.550000	0.220577
86	0.810982	0.304754
87	0.748774	0.221563
88	0.600021	0.826783
89	0.915774	0.449473
90	0.816802	0.489981
91	0.086603	0.550000
92	0.172322	0.601529
93	0.173058	0.700255
94	0.256524	0.641274
95	0.259703	0.749184
96	0.450000	0.084751
97	0.086524	0.350136
98	0.168646	0.406977
99	0.189100	0.306083
100	0.165940	0.200603
101	0.550247	0.393922
102	0.256452	0.084689
103	0.308216	0.157765
104	0.899418	0.652898
105	0.749929	0.913718
106	0.815119	0.818333
107	0.650000	0.086603
108	0.913247	0.250891
109	0.350945	0.915457
110	0.086257	0.749972
111	0.164617	0.801677
112	0.166626	0.503689
113	0.702034	0.825167
114	0.600117	0.653635
115	0.600245	0.307329
116	0.649956	0.739847
117	0.343663	0.578171
118	0.650000	0.220577
119	0.357619	0.745932
120	0.844093	0.093854
121	0.080648	0.153403
122	0.158181	0.905863
123	0.916763	0.850875
124	0.308839	0.833394
125	0.246395	0.542104
126	0.838053	0.200000
127	0.840695	0.399279
128	0.261264	0.387279
129	0.351672	0.231760
130	0.257504	0.226536
131	0.500000	0.153590
132	0.700000	0.153590
133	0.600000	0.153590
134	0.400000	0.153439
135	0.832596	0.730144
136	0.836613	0.582688
137	0.073205	0.073205
138	0.926795	0.073205
139	0.073205	0.926795
140	0.926795	0.926795
141	0.775380	0.149720
142	0.230637	0.458665
143	0.329445	0.669697
144	0.229903	0.155111
145	0.229101	0.844848
